"state_po","date","state","fips","cases","deaths","pop","totalTestResults"
"AK",2020-03-12,"Alaska",2,1,0,731545,46
"AK",2020-03-13,"Alaska",2,1,0,731545,60
"AK",2020-03-14,"Alaska",2,1,0,731545,144
"AK",2020-03-15,"Alaska",2,1,0,731545,144
"AK",2020-03-16,"Alaska",2,3,0,731545,144
"AK",2020-03-17,"Alaska",2,6,0,731545,337
"AK",2020-03-18,"Alaska",2,9,0,731545,412
"AK",2020-03-19,"Alaska",2,12,0,731545,438
"AK",2020-03-20,"Alaska",2,14,0,731545,698
"AK",2020-03-21,"Alaska",2,21,0,731545,772
"AK",2020-03-22,"Alaska",2,22,0,731545,968
"AK",2020-03-23,"Alaska",2,36,0,731545,968
"AK",2020-03-24,"Alaska",2,42,0,731545,1022
"AK",2020-03-25,"Alaska",2,59,0,731545,1691
"AK",2020-03-26,"Alaska",2,69,0,731545,1860
"AK",2020-03-27,"Alaska",2,85,1,731545,2388
"AK",2020-03-28,"Alaska",2,102,1,731545,2921
"AK",2020-03-29,"Alaska",2,114,2,731545,3334
"AK",2020-03-30,"Alaska",2,120,2,731545,3654
"AK",2020-03-31,"Alaska",2,133,2,731545,3713
"AK",2020-04-01,"Alaska",2,143,2,731545,4603
"AK",2020-04-02,"Alaska",2,146,2,731545,5022
"AK",2020-04-03,"Alaska",2,156,2,731545,6016
"AK",2020-04-04,"Alaska",2,169,3,731545,6040
"AK",2020-04-05,"Alaska",2,183,4,731545,6284
"AK",2020-04-06,"Alaska",2,189,4,731545,6883
"AK",2020-04-07,"Alaska",2,211,4,731545,6913
"AK",2020-04-08,"Alaska",2,224,5,731545,7068
"AK",2020-04-09,"Alaska",2,233,5,731545,7223
"AK",2020-04-10,"Alaska",2,244,5,731545,7432
"AK",2020-04-11,"Alaska",2,255,6,731545,7732
"AK",2020-04-12,"Alaska",2,270,6,731545,8038
"AK",2020-04-13,"Alaska",2,275,6,731545,7830
"AK",2020-04-14,"Alaska",2,283,7,731545,8348
"AK",2020-04-15,"Alaska",2,291,7,731545,8664
"AK",2020-04-16,"Alaska",2,298,7,731545,8735
"AK",2020-04-17,"Alaska",2,307,7,731545,9450
"AK",2020-04-18,"Alaska",2,312,7,731545,9655
"AK",2020-04-19,"Alaska",2,317,7,731545,9895
"AK",2020-04-20,"Alaska",2,319,7,731545,10124
"AK",2020-04-21,"Alaska",2,327,7,731545,11119
"AK",2020-04-22,"Alaska",2,333,7,731545,12159
"AK",2020-04-23,"Alaska",2,335,7,731545,12161
"AK",2020-04-24,"Alaska",2,337,7,731545,12281
"AK",2020-04-25,"Alaska",2,337,7,731545,15732
"AK",2020-04-26,"Alaska",2,339,7,731545,16177
"AK",2020-04-27,"Alaska",2,343,7,731545,16256
"AK",2020-04-28,"Alaska",2,349,7,731545,17089
"AK",2020-04-29,"Alaska",2,353,7,731545,19119
"AK",2020-04-30,"Alaska",2,353,7,731545,19119
"AK",2020-05-01,"Alaska",2,362,7,731545,20325
"AK",2020-05-02,"Alaska",2,363,7,731545,21399
"AK",2020-05-03,"Alaska",2,366,7,731545,21578
"AK",2020-05-04,"Alaska",2,368,7,731545,21723
"AK",2020-05-05,"Alaska",2,369,7,731545,22692
"AK",2020-05-06,"Alaska",2,370,8,731545,23655
"AK",2020-05-07,"Alaska",2,373,8,731545,24341
"AK",2020-05-08,"Alaska",2,376,8,731545,25473
"AK",2020-05-09,"Alaska",2,377,8,731545,26449
"AK",2020-05-10,"Alaska",2,378,8,731545,27364
"AK",2020-05-11,"Alaska",2,380,8,731545,28680
"AK",2020-05-12,"Alaska",2,383,8,731545,29961
"AK",2020-05-13,"Alaska",2,383,8,731545,30649
"AK",2020-05-14,"Alaska",2,387,8,731545,31762
"AK",2020-05-15,"Alaska",2,388,8,731545,32418
"AK",2020-05-16,"Alaska",2,392,8,731545,33281
"AK",2020-05-17,"Alaska",2,396,8,731545,34651
"AK",2020-05-18,"Alaska",2,399,8,731545,35611
"AK",2020-05-19,"Alaska",2,399,8,731545,36380
"AK",2020-05-20,"Alaska",2,402,8,731545,37045
"AK",2020-05-21,"Alaska",2,402,8,731545,39545
"AK",2020-05-22,"Alaska",2,404,8,731545,41446
"AK",2020-05-23,"Alaska",2,409,8,731545,42351
"AK",2020-05-24,"Alaska",2,409,8,731545,43507
"AK",2020-05-25,"Alaska",2,412,8,731545,44472
"AK",2020-05-26,"Alaska",2,416,8,731545,44964
"AK",2020-05-27,"Alaska",2,417,8,731545,46363
"AK",2020-05-28,"Alaska",2,430,8,731545,47970
"AK",2020-05-29,"Alaska",2,436,8,731545,49439
"AK",2020-05-30,"Alaska",2,441,8,731545,51695
"AK",2020-05-31,"Alaska",2,469,8,731545,51695
"AK",2020-06-01,"Alaska",2,476,8,731545,54190
"AK",2020-06-02,"Alaska",2,497,8,731545,56203
"AK",2020-06-03,"Alaska",2,516,8,731545,58182
"AK",2020-06-04,"Alaska",2,542,8,731545,60097
"AK",2020-06-05,"Alaska",2,565,8,731545,60990
"AK",2020-06-06,"Alaska",2,579,8,731545,63901
"AK",2020-06-07,"Alaska",2,588,8,731545,64904
"AK",2020-06-08,"Alaska",2,607,8,731545,65912
"AK",2020-06-09,"Alaska",2,620,9,731545,66890
"AK",2020-06-10,"Alaska",2,642,9,731545,67720
"AK",2020-06-11,"Alaska",2,666,9,731545,69011
"AK",2020-06-12,"Alaska",2,688,10,731545,70880
"AK",2020-06-13,"Alaska",2,722,10,731545,71803
"AK",2020-06-14,"Alaska",2,734,10,731545,73467
"AK",2020-06-15,"Alaska",2,738,10,731545,74437
"AK",2020-06-16,"Alaska",2,751,10,731545,76215
"AK",2020-06-17,"Alaska",2,776,10,731545,77709
"AK",2020-06-18,"Alaska",2,795,10,731545,81185
"AK",2020-06-19,"Alaska",2,821,10,731545,83631
"AK",2020-06-20,"Alaska",2,845,10,731545,86918
"AK",2020-06-21,"Alaska",2,859,10,731545,88051
"AK",2020-06-22,"Alaska",2,869,10,731545,90824
"AK",2020-06-23,"Alaska",2,905,10,731545,92947
"AK",2020-06-24,"Alaska",2,926,10,731545,96096
"AK",2020-06-25,"Alaska",2,971,10,731545,99452
"AK",2020-06-26,"Alaska",2,1001,12,731545,101792
"AK",2020-06-27,"Alaska",2,1027,12,731545,105581
"AK",2020-06-28,"Alaska",2,1060,12,731545,108300
"AK",2020-06-29,"Alaska",2,1085,12,731545,108709
"AK",2020-06-30,"Alaska",2,1132,12,731545,112185
"AK",2020-07-01,"Alaska",2,1174,12,731545,114400
"AK",2020-07-02,"Alaska",2,1224,12,731545,115909
"AK",2020-07-03,"Alaska",2,1284,13,731545,120208
"AK",2020-07-04,"Alaska",2,1339,14,731545,122732
"AK",2020-07-05,"Alaska",2,1371,14,731545,123753
"AK",2020-07-06,"Alaska",2,1401,14,731545,123753
"AK",2020-07-07,"Alaska",2,1423,15,731545,131420
"AK",2020-07-08,"Alaska",2,1472,15,731545,133401
"AK",2020-07-09,"Alaska",2,1521,15,731545,135744
"AK",2020-07-10,"Alaska",2,1579,15,731545,141931
"AK",2020-07-11,"Alaska",2,1656,15,731545,143376
"AK",2020-07-12,"Alaska",2,1772,15,731545,145475
"AK",2020-07-13,"Alaska",2,1843,15,731545,146590
"AK",2020-07-14,"Alaska",2,1897,15,731545,149473
"AK",2020-07-15,"Alaska",2,1958,15,731545,156093
"AK",2020-07-16,"Alaska",2,2034,15,731545,163022
"AK",2020-07-17,"Alaska",2,2083,15,731545,165414
"AK",2020-07-18,"Alaska",2,2157,16,731545,168363
"AK",2020-07-19,"Alaska",2,2275,16,731545,173010
"AK",2020-07-20,"Alaska",2,2412,16,731545,175586
"AK",2020-07-21,"Alaska",2,2523,16,731545,178626
"AK",2020-07-22,"Alaska",2,2617,17,731545,185333
"AK",2020-07-23,"Alaska",2,2682,17,731545,189509
"AK",2020-07-24,"Alaska",2,2746,17,731545,200572
"AK",2020-07-25,"Alaska",2,2866,18,731545,205066
"AK",2020-07-26,"Alaska",2,3100,18,731545,207264
"AK",2020-07-27,"Alaska",2,3204,19,731545,207368
"AK",2020-07-28,"Alaska",2,3348,20,731545,213875
"AK",2020-07-29,"Alaska",2,3440,20,731545,223664
"AK",2020-07-30,"Alaska",2,3557,21,731545,225057
"AK",2020-07-31,"Alaska",2,3675,21,731545,233106
"AK",2020-08-01,"Alaska",2,3825,22,731545,238633
"AK",2020-08-02,"Alaska",2,3982,22,731545,243090
"AK",2020-08-03,"Alaska",2,4062,23,731545,245807
"AK",2020-08-04,"Alaska",2,4123,23,731545,252649
"AK",2020-08-05,"Alaska",2,4181,23,731545,257279
"AK",2020-08-06,"Alaska",2,4221,23,731545,261572
"AK",2020-08-07,"Alaska",2,4286,23,731545,268851
"AK",2020-08-08,"Alaska",2,4371,24,731545,273593
"AK",2020-08-09,"Alaska",2,4471,24,731545,277919
"AK",2020-08-10,"Alaska",2,4537,24,731545,280343
"AK",2020-08-11,"Alaska",2,4587,24,731545,290744
"AK",2020-08-12,"Alaska",2,4653,25,731545,292582
"AK",2020-08-13,"Alaska",2,4748,25,731545,294053
"AK",2020-08-14,"Alaska",2,4867,25,731545,295929
"AK",2020-08-15,"Alaska",2,4952,26,731545,296677
"AK",2020-08-16,"Alaska",2,5058,26,731545,301515
"AK",2020-08-17,"Alaska",2,5108,26,731545,305648
"AK",2020-08-18,"Alaska",2,5175,27,731545,310009
"AL",2020-03-13,"Alabama",1,6,0,4903185,12
"AL",2020-03-14,"Alabama",1,12,0,4903185,28
"AL",2020-03-15,"Alabama",1,23,0,4903185,40
"AL",2020-03-16,"Alabama",1,29,0,4903185,56
"AL",2020-03-17,"Alabama",1,39,0,4903185,64
"AL",2020-03-18,"Alabama",1,51,0,4903185,74
"AL",2020-03-19,"Alabama",1,78,0,4903185,96
"AL",2020-03-20,"Alabama",1,106,0,4903185,109
"AL",2020-03-21,"Alabama",1,131,0,4903185,152
"AL",2020-03-22,"Alabama",1,157,0,4903185,1602
"AL",2020-03-23,"Alabama",1,196,0,4903185,1832
"AL",2020-03-24,"Alabama",1,242,0,4903185,2321
"AL",2020-03-25,"Alabama",1,386,1,4903185,2812
"AL",2020-03-26,"Alabama",1,538,3,4903185,4099
"AL",2020-03-27,"Alabama",1,639,4,4903185,4771
"AL",2020-03-28,"Alabama",1,720,4,4903185,4880
"AL",2020-03-29,"Alabama",1,830,5,4903185,4990
"AL",2020-03-30,"Alabama",1,947,11,4903185,6553
"AL",2020-03-31,"Alabama",1,999,14,4903185,7279
"AL",2020-04-01,"Alabama",1,1108,28,4903185,7774
"AL",2020-04-02,"Alabama",1,1270,32,4903185,8736
"AL",2020-04-03,"Alabama",1,1535,38,4903185,9619
"AL",2020-04-04,"Alabama",1,1632,44,4903185,10853
"AL",2020-04-05,"Alabama",1,1840,45,4903185,13078
"AL",2020-04-06,"Alabama",1,2005,53,4903185,14765
"AL",2020-04-07,"Alabama",1,2197,64,4903185,14916
"AL",2020-04-08,"Alabama",1,2498,67,4903185,19122
"AL",2020-04-09,"Alabama",1,2838,78,4903185,20827
"AL",2020-04-10,"Alabama",1,3008,80,4903185,21026
"AL",2020-04-11,"Alabama",1,3262,93,4903185,21249
"AL",2020-04-12,"Alabama",1,3583,93,4903185,21583
"AL",2020-04-13,"Alabama",1,3805,104,4903185,29182
"AL",2020-04-14,"Alabama",1,3953,114,4903185,33117
"AL",2020-04-15,"Alabama",1,4241,123,4903185,34077
"AL",2020-04-16,"Alabama",1,4404,137,4903185,36391
"AL",2020-04-17,"Alabama",1,4572,151,4903185,37848
"AL",2020-04-18,"Alabama",1,4723,147,4903185,42538
"AL",2020-04-19,"Alabama",1,4903,160,4903185,45712
"AL",2020-04-20,"Alabama",1,5078,164,4903185,45900
"AL",2020-04-21,"Alabama",1,5327,186,4903185,48526
"AL",2020-04-22,"Alabama",1,5610,201,4903185,48760
"AL",2020-04-23,"Alabama",1,5832,197,4903185,52641
"AL",2020-04-24,"Alabama",1,6026,209,4903185,52695
"AL",2020-04-25,"Alabama",1,6213,213,4903185,71344
"AL",2020-04-26,"Alabama",1,6421,219,4903185,73551
"AL",2020-04-27,"Alabama",1,6539,228,4903185,73997
"AL",2020-04-28,"Alabama",1,6750,242,4903185,75827
"AL",2020-04-29,"Alabama",1,6925,262,4903185,80449
"AL",2020-04-30,"Alabama",1,7068,272,4903185,87196
"AL",2020-05-01,"Alabama",1,7294,289,4903185,91933
"AL",2020-05-02,"Alabama",1,7611,288,4903185,92209
"AL",2020-05-03,"Alabama",1,7888,290,4903185,92500
"AL",2020-05-04,"Alabama",1,8112,298,4903185,103117
"AL",2020-05-05,"Alabama",1,8437,315,4903185,106766
"AL",2020-05-06,"Alabama",1,8691,343,4903185,109516
"AL",2020-05-07,"Alabama",1,9046,369,4903185,115173
"AL",2020-05-08,"Alabama",1,9385,383,4903185,120114
"AL",2020-05-09,"Alabama",1,9668,390,4903185,125494
"AL",2020-05-10,"Alabama",1,9889,393,4903185,127421
"AL",2020-05-11,"Alabama",1,10164,403,4903185,129444
"AL",2020-05-12,"Alabama",1,10464,435,4903185,133218
"AL",2020-05-13,"Alabama",1,10700,450,4903185,136372
"AL",2020-05-14,"Alabama",1,11101,473,4903185,141985
"AL",2020-05-15,"Alabama",1,11373,483,4903185,146063
"AL",2020-05-16,"Alabama",1,11674,485,4903185,153494
"AL",2020-05-17,"Alabama",1,11771,488,4903185,156350
"AL",2020-05-18,"Alabama",1,12086,489,4903185,157123
"AL",2020-05-19,"Alabama",1,12376,504,4903185,157566
"AL",2020-05-20,"Alabama",1,13052,522,4903185,164450
"AL",2020-05-21,"Alabama",1,13414,529,4903185,170739
"AL",2020-05-22,"Alabama",1,13670,541,4903185,177768
"AL",2020-05-23,"Alabama",1,14149,549,4903185,182676
"AL",2020-05-24,"Alabama",1,14478,551,4903185,185799
"AL",2020-05-25,"Alabama",1,14986,566,4903185,190315
"AL",2020-05-26,"Alabama",1,15650,580,4903185,193759
"AL",2020-05-27,"Alabama",1,16032,583,4903185,195794
"AL",2020-05-28,"Alabama",1,16530,591,4903185,200481
"AL",2020-05-29,"Alabama",1,17031,610,4903185,208883
"AL",2020-05-30,"Alabama",1,17359,618,4903185,212201
"AL",2020-05-31,"Alabama",1,17952,630,4903185,217553
"AL",2020-06-01,"Alabama",1,18534,646,4903185,223523
"AL",2020-06-02,"Alabama",1,18771,653,4903185,223802
"AL",2020-06-03,"Alabama",1,18851,653,4903185,231594
"AL",2020-06-04,"Alabama",1,19072,653,4903185,235299
"AL",2020-06-05,"Alabama",1,19387,676,4903185,239473
"AL",2020-06-06,"Alabama",1,20043,689,4903185,245644
"AL",2020-06-07,"Alabama",1,20500,692,4903185,259566
"AL",2020-06-08,"Alabama",1,20925,718,4903185,259991
"AL",2020-06-09,"Alabama",1,21422,729,4903185,267739
"AL",2020-06-10,"Alabama",1,21989,744,4903185,273057
"AL",2020-06-11,"Alabama",1,22845,755,4903185,278826
"AL",2020-06-12,"Alabama",1,23710,769,4903185,286385
"AL",2020-06-13,"Alabama",1,24601,773,4903185,293252
"AL",2020-06-14,"Alabama",1,25615,773,4903185,297455
"AL",2020-06-15,"Alabama",1,26272,774,4903185,302674
"AL",2020-06-16,"Alabama",1,26912,785,4903185,305424
"AL",2020-06-17,"Alabama",1,27312,790,4903185,310723
"AL",2020-06-18,"Alabama",1,28206,810,4903185,322534
"AL",2020-06-19,"Alabama",1,29002,822,4903185,331325
"AL",2020-06-20,"Alabama",1,29549,838,4903185,339523
"AL",2020-06-21,"Alabama",1,30021,839,4903185,344678
"AL",2020-06-22,"Alabama",1,30454,841,4903185,349110
"AL",2020-06-23,"Alabama",1,31097,864,4903185,354038
"AL",2020-06-24,"Alabama",1,32064,891,4903185,358759
"AL",2020-06-25,"Alabama",1,33206,896,4903185,369458
"AL",2020-06-26,"Alabama",1,34183,907,4903185,378323
"AL",2020-06-27,"Alabama",1,35083,919,4903185,384026
"AL",2020-06-28,"Alabama",1,35441,919,4903185,386280
"AL",2020-06-29,"Alabama",1,37175,929,4903185,393293
"AL",2020-06-30,"Alabama",1,38045,950,4903185,406652
"AL",2020-07-01,"Alabama",1,38962,972,4903185,413953
"AL",2020-07-02,"Alabama",1,40111,985,4903185,419728
"AL",2020-07-03,"Alabama",1,41865,1006,4903185,430631
"AL",2020-07-04,"Alabama",1,42862,1007,4903185,442088
"AL",2020-07-05,"Alabama",1,43953,1007,4903185,449886
"AL",2020-07-06,"Alabama",1,44878,1007,4903185,455095
"AL",2020-07-07,"Alabama",1,45785,1033,4903185,461364
"AL",2020-07-08,"Alabama",1,46962,1058,4903185,468292
"AL",2020-07-09,"Alabama",1,49174,1068,4903185,470504
"AL",2020-07-10,"Alabama",1,50508,1104,4903185,492216
"AL",2020-07-11,"Alabama",1,51947,1114,4903185,502020
"AL",2020-07-12,"Alabama",1,53587,1121,4903185,511506
"AL",2020-07-13,"Alabama",1,55545,1124,4903185,519604
"AL",2020-07-14,"Alabama",1,57255,1164,4903185,529089
"AL",2020-07-15,"Alabama",1,59067,1211,4903185,541049
"AL",2020-07-16,"Alabama",1,61088,1230,4903185,551109
"AL",2020-07-17,"Alabama",1,63091,1265,4903185,563115
"AL",2020-07-18,"Alabama",1,65234,1286,4903185,574495
"AL",2020-07-19,"Alabama",1,67011,1287,4903185,585533
"AL",2020-07-20,"Alabama",1,68891,1291,4903185,593788
"AL",2020-07-21,"Alabama",1,70358,1303,4903185,600381
"AL",2020-07-22,"Alabama",1,71813,1364,4903185,609488
"AL",2020-07-23,"Alabama",1,74212,1397,4903185,619527
"AL",2020-07-24,"Alabama",1,76005,1438,4903185,628984
"AL",2020-07-25,"Alabama",1,78130,1456,4903185,641611
"AL",2020-07-26,"Alabama",1,79294,1473,4903185,649686
"AL",2020-07-27,"Alabama",1,81115,1491,4903185,657959
"AL",2020-07-28,"Alabama",1,82366,1491,4903185,665399
"AL",2020-07-29,"Alabama",1,83782,1538,4903185,668275
"AL",2020-07-30,"Alabama",1,85762,1565,4903185,680108
"AL",2020-07-31,"Alabama",1,87723,1580,4903185,689467
"AL",2020-08-01,"Alabama",1,89349,1603,4903185,697371
"AL",2020-08-02,"Alabama",1,91444,1627,4903185,706070
"AL",2020-08-03,"Alabama",1,92661,1633,4903185,714051
"AL",2020-08-04,"Alabama",1,93702,1666,4903185,722301
"AL",2020-08-05,"Alabama",1,94654,1695,4903185,727460
"AL",2020-08-06,"Alabama",1,96592,1714,4903185,739784
"AL",2020-08-07,"Alabama",1,98301,1735,4903185,749416
"AL",2020-08-08,"Alabama",1,100173,1755,4903185,749502
"AL",2020-08-09,"Alabama",1,101334,1768,4903185,762451
"AL",2020-08-10,"Alabama",1,103020,1797,4903185,780567
"AL",2020-08-11,"Alabama",1,103851,1847,4903185,783689
"AL",2020-08-12,"Alabama",1,104786,1882,4903185,795771
"AL",2020-08-13,"Alabama",1,105557,1890,4903185,802562
"AL",2020-08-14,"Alabama",1,106309,1893,4903185,824984
"AL",2020-08-15,"Alabama",1,107580,1896,4903185,837017
"AL",2020-08-16,"Alabama",1,108433,1898,4903185,846424
"AL",2020-08-17,"Alabama",1,109004,1925,4903185,852923
"AL",2020-08-18,"Alabama",1,110361,1936,4903185,868259
"AR",2020-03-11,"Arkansas",5,1,0,3017804,12
"AR",2020-03-12,"Arkansas",5,6,0,3017804,30
"AR",2020-03-13,"Arkansas",5,7,0,3017804,39
"AR",2020-03-14,"Arkansas",5,9,0,3017804,77
"AR",2020-03-15,"Arkansas",5,16,0,3017804,119
"AR",2020-03-16,"Arkansas",5,22,0,3017804,154
"AR",2020-03-17,"Arkansas",5,22,0,3017804,219
"AR",2020-03-18,"Arkansas",5,33,0,3017804,269
"AR",2020-03-19,"Arkansas",5,62,0,3017804,356
"AR",2020-03-20,"Arkansas",5,100,0,3017804,447
"AR",2020-03-21,"Arkansas",5,118,0,3017804,685
"AR",2020-03-22,"Arkansas",5,165,0,3017804,876
"AR",2020-03-23,"Arkansas",5,201,0,3017804,1080
"AR",2020-03-24,"Arkansas",5,231,2,3017804,1165
"AR",2020-03-25,"Arkansas",5,307,2,3017804,1717
"AR",2020-03-26,"Arkansas",5,350,3,3017804,1839
"AR",2020-03-27,"Arkansas",5,385,3,3017804,1926
"AR",2020-03-28,"Arkansas",5,409,5,3017804,3342
"AR",2020-03-29,"Arkansas",5,449,6,3017804,3453
"AR",2020-03-30,"Arkansas",5,508,7,3017804,5735
"AR",2020-03-31,"Arkansas",5,564,8,3017804,6482
"AR",2020-04-01,"Arkansas",5,624,10,3017804,7938
"AR",2020-04-02,"Arkansas",5,683,12,3017804,8523
"AR",2020-04-03,"Arkansas",5,738,12,3017804,9699
"AR",2020-04-04,"Arkansas",5,743,14,3017804,10370
"AR",2020-04-05,"Arkansas",5,853,16,3017804,11242
"AR",2020-04-06,"Arkansas",5,927,16,3017804,12845
"AR",2020-04-07,"Arkansas",5,997,18,3017804,13638
"AR",2020-04-08,"Arkansas",5,1077,18,3017804,14530
"AR",2020-04-09,"Arkansas",5,1146,21,3017804,14951
"AR",2020-04-10,"Arkansas",5,1202,24,3017804,17120
"AR",2020-04-11,"Arkansas",5,1228,25,3017804,18578
"AR",2020-04-12,"Arkansas",5,1280,27,3017804,19722
"AR",2020-04-13,"Arkansas",5,1475,30,3017804,20804
"AR",2020-04-14,"Arkansas",5,1498,32,3017804,21131
"AR",2020-04-15,"Arkansas",5,1599,34,3017804,21834
"AR",2020-04-16,"Arkansas",5,1620,37,3017804,22675
"AR",2020-04-17,"Arkansas",5,1695,37,3017804,23494
"AR",2020-04-18,"Arkansas",5,1777,38,3017804,24141
"AR",2020-04-19,"Arkansas",5,1781,39,3017804,24209
"AR",2020-04-20,"Arkansas",5,1971,42,3017804,26553
"AR",2020-04-21,"Arkansas",5,2262,43,3017804,27441
"AR",2020-04-22,"Arkansas",5,2392,44,3017804,29713
"AR",2020-04-23,"Arkansas",5,2599,45,3017804,31590
"AR",2020-04-24,"Arkansas",5,2810,47,3017804,35578
"AR",2020-04-25,"Arkansas",5,2909,48,3017804,38053
"AR",2020-04-26,"Arkansas",5,3001,50,3017804,39469
"AR",2020-04-27,"Arkansas",5,3069,51,3017804,40457
"AR",2020-04-28,"Arkansas",5,3127,57,3017804,40671
"AR",2020-04-29,"Arkansas",5,3207,59,3017804,45449
"AR",2020-04-30,"Arkansas",5,3281,61,3017804,48379
"AR",2020-05-01,"Arkansas",5,3310,64,3017804,49676
"AR",2020-05-02,"Arkansas",5,3372,72,3017804,51582
"AR",2020-05-03,"Arkansas",5,3431,76,3017804,52890
"AR",2020-05-04,"Arkansas",5,3469,80,3017804,54442
"AR",2020-05-05,"Arkansas",5,3525,83,3017804,54635
"AR",2020-05-06,"Arkansas",5,3611,87,3017804,59003
"AR",2020-05-07,"Arkansas",5,3694,88,3017804,59995
"AR",2020-05-08,"Arkansas",5,3747,88,3017804,63994
"AR",2020-05-09,"Arkansas",5,3747,88,3017804,65528
"AR",2020-05-10,"Arkansas",5,4012,91,3017804,65528
"AR",2020-05-11,"Arkansas",5,4043,94,3017804,69030
"AR",2020-05-12,"Arkansas",5,4164,95,3017804,70444
"AR",2020-05-13,"Arkansas",5,4236,97,3017804,73215
"AR",2020-05-14,"Arkansas",5,4366,98,3017804,75818
"AR",2020-05-15,"Arkansas",5,4463,98,3017804,81529
"AR",2020-05-16,"Arkansas",5,4578,98,3017804,81644
"AR",2020-05-17,"Arkansas",5,4759,98,3017804,85185
"AR",2020-05-18,"Arkansas",5,4813,100,3017804,85239
"AR",2020-05-19,"Arkansas",5,4923,102,3017804,93701
"AR",2020-05-20,"Arkansas",5,5003,107,3017804,96258
"AR",2020-05-21,"Arkansas",5,5458,110,3017804,99276
"AR",2020-05-22,"Arkansas",5,5612,113,3017804,103047
"AR",2020-05-23,"Arkansas",5,5775,115,3017804,103047
"AR",2020-05-24,"Arkansas",5,5922,116,3017804,108581
"AR",2020-05-25,"Arkansas",5,6029,117,3017804,111622
"AR",2020-05-26,"Arkansas",5,6180,119,3017804,111773
"AR",2020-05-27,"Arkansas",5,6277,120,3017804,115596
"AR",2020-05-28,"Arkansas",5,6538,125,3017804,118902
"AR",2020-05-29,"Arkansas",5,6777,132,3017804,119768
"AR",2020-05-30,"Arkansas",5,7013,133,3017804,126497
"AR",2020-05-31,"Arkansas",5,7253,133,3017804,129515
"AR",2020-06-01,"Arkansas",5,7443,133,3017804,133236
"AR",2020-06-02,"Arkansas",5,7818,136,3017804,133236
"AR",2020-06-03,"Arkansas",5,8067,142,3017804,142480
"AR",2020-06-04,"Arkansas",5,8425,151,3017804,142480
"AR",2020-06-05,"Arkansas",5,8651,152,3017804,147611
"AR",2020-06-06,"Arkansas",5,9101,154,3017804,156757
"AR",2020-06-07,"Arkansas",5,9426,154,3017804,160273
"AR",2020-06-08,"Arkansas",5,9740,155,3017804,160587
"AR",2020-06-09,"Arkansas",5,10080,161,3017804,165781
"AR",2020-06-10,"Arkansas",5,10368,165,3017804,176217
"AR",2020-06-11,"Arkansas",5,10816,171,3017804,176665
"AR",2020-06-12,"Arkansas",5,11547,176,3017804,181122
"AR",2020-06-13,"Arkansas",5,12095,177,3017804,187017
"AR",2020-06-14,"Arkansas",5,12501,179,3017804,196989
"AR",2020-06-15,"Arkansas",5,12917,182,3017804,204138
"AR",2020-06-16,"Arkansas",5,13191,188,3017804,205566
"AR",2020-06-17,"Arkansas",5,13606,197,3017804,220699
"AR",2020-06-18,"Arkansas",5,13928,208,3017804,228434
"AR",2020-06-19,"Arkansas",5,14631,214,3017804,234772
"AR",2020-06-20,"Arkansas",5,15142,224,3017804,242234
"AR",2020-06-21,"Arkansas",5,15561,225,3017804,242234
"AR",2020-06-22,"Arkansas",5,16083,227,3017804,256339
"AR",2020-06-23,"Arkansas",5,16678,237,3017804,264492
"AR",2020-06-24,"Arkansas",5,17375,240,3017804,271866
"AR",2020-06-25,"Arkansas",5,18062,240,3017804,277380
"AR",2020-06-26,"Arkansas",5,18740,249,3017804,277380
"AR",2020-06-27,"Arkansas",5,19310,259,3017804,283965
"AR",2020-06-28,"Arkansas",5,19818,264,3017804,291222
"AR",2020-06-29,"Arkansas",5,20257,265,3017804,302536
"AR",2020-06-30,"Arkansas",5,20777,270,3017804,311203
"AR",2020-07-01,"Arkansas",5,21197,277,3017804,314858
"AR",2020-07-02,"Arkansas",5,22075,279,3017804,323987
"AR",2020-07-03,"Arkansas",5,22622,281,3017804,331237
"AR",2020-07-04,"Arkansas",5,23209,286,3017804,338893
"AR",2020-07-05,"Arkansas",5,23814,287,3017804,338893
"AR",2020-07-06,"Arkansas",5,24253,292,3017804,344968
"AR",2020-07-07,"Arkansas",5,24512,301,3017804,350655
"AR",2020-07-08,"Arkansas",5,25246,305,3017804,353272
"AR",2020-07-09,"Arkansas",5,26052,309,3017804,364661
"AR",2020-07-10,"Arkansas",5,26803,313,3017804,365412
"AR",2020-07-11,"Arkansas",5,27864,319,3017804,369649
"AR",2020-07-12,"Arkansas",5,28367,321,3017804,382402
"AR",2020-07-13,"Arkansas",5,28939,323,3017804,382974
"AR",2020-07-14,"Arkansas",5,29733,331,3017804,390299
"AR",2020-07-15,"Arkansas",5,30297,335,3017804,395776
"AR",2020-07-16,"Arkansas",5,31114,341,3017804,400961
"AR",2020-07-17,"Arkansas",5,31762,353,3017804,407497
"AR",2020-07-18,"Arkansas",5,32533,357,3017804,413005
"AR",2020-07-19,"Arkansas",5,33228,357,3017804,419171
"AR",2020-07-20,"Arkansas",5,33927,363,3017804,432816
"AR",2020-07-21,"Arkansas",5,34655,374,3017804,439635
"AR",2020-07-22,"Arkansas",5,35246,380,3017804,440226
"AR",2020-07-23,"Arkansas",5,36259,386,3017804,446480
"AR",2020-07-24,"Arkansas",5,37249,394,3017804,461464
